period,role,asset_ref,filename_or_concept,meta_id,date,local_time,format,metric_definition,metric_value,reactions,comments,shares,source,selection_note
Junio_2026,Published_Asset_VisualConfirmed,2607825 - Kael - Ser el malo de la historia  (28-jun-26),2607825 - Kael - Ser el malo de la historia  (28-jun-26),1036844829507460_122134136793072582,2026-06-28,,Image,Reactions + comments + shares,1308,912,4,392,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607826,Universe - Existencial 2607826,1036844829507460_122134144809072582,2026-06-28,,Image,Reactions + comments + shares,47,31,3,13,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607827,Universe - Existencial 2607827,1036844829507460_122134157199072582,2026-06-28,,Image,Reactions + comments + shares,40,32,1,7,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607828,Universe - Existencial 2607828,1036844829507460_122134161303072582,2026-06-28,,Image,Reactions + comments + shares,521,333,3,185,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607829,Universe - Existencial 2607829,1036844829507460_122134162881072582,2026-06-28,,Image,Reactions + comments + shares,1,1,0,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607833,Universe - Existencial 2607833,1036844829507460_122134169481072582,2026-06-28,,Image,Reactions + comments + shares,13,11,1,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607832,Universe - Existencial 2607832,1036844829507460_122134290783072582,2026-06-28,,Image,Reactions + comments + shares,28,21,1,6,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607835,Universe - Existencial 2607835,1036844829507460_122134344879072582,2026-06-29,,Image,Reactions + comments + shares,8,7,0,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607834,Universe - Existencial 2607834,1036844829507460_122134350741072582,2026-06-29,,Image,Reactions + comments + shares,16,14,1,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607836,Universe - Existencial 2607836,1036844829507460_122134356465072582,2026-06-29,,Image,Reactions + comments + shares,9,8,0,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607831,Universe - Existencial 2607831,1036844829507460_122134366263072582,2026-06-29,,Image,Reactions + comments + shares,30,27,1,2,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607838 - Dios - Quien me creo a mi (29-jun-26),2607838 - Dios - Quien me creo a mi (29-jun-26),1036844829507460_122134379049072582,2026-06-29,,Image,Reactions + comments + shares,365,273,17,75,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607839,Universe - Existencial 2607839,1036844829507460_122134508205072582,2026-06-29,,Image,Reactions + comments + shares,12,9,2,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607841,Universe - Existencial 2607841,1036844829507460_122134598745072582,2026-06-30,,Image,Reactions + comments + shares,16,10,3,3,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607842,Universe - Existencial 2607842,1036844829507460_122134604217072582,2026-06-30,,Image,Reactions + comments + shares,21,14,3,4,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260552,Universe - Existencial 260552,1036844829507460_122134620417072582,2026-06-30,,Image,Reactions + comments + shares,366,284,5,77,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607840,Universe - Existencial 2607840,1036844829507460_122134625811072582,2026-06-30,,Image,Reactions + comments + shares,53,48,1,4,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607844,Universe - Existencial 2607844,1036844829507460_122134641021072582,2026-06-30,,Image,Reactions + comments + shares,38,31,1,6,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607845,Universe - Existencial 2607845,1036844829507460_122134644177072582,2026-06-30,,Image,Reactions + comments + shares,4,4,0,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607847,Universe - Existencial 2607847,1036844829507460_122134648779072582,2026-06-30,,Image,Reactions + comments + shares,10,10,0,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607843,Universe - Existencial 2607843,1036844829507460_122134649487072582,2026-06-30,,Image,Reactions + comments + shares,8,7,1,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
